slot_utc,generated_utc,game_id,team_a,team_a_dice,team_a_hand,team_b,team_b_dice,team_b_hand,winner,drand_round,drand_randomness
2026-08-31T00:50:00Z,2026-08-31T00:50:05.485287Z,2026-08-31-con-dal,Connecticut Sun,5-5-6-4-6,Two pair,Dallas Wings,2-3-4-4-3,Two pair,Connecticut Sun,6423546,6da4473edb2d151bf34e41b02d4e892c8ddda8fde18dbd8c26e1f2cf414bfa7b
2026-08-31T00:55:00Z,2026-08-31T00:55:05.485300Z,2026-08-31-con-dal,Connecticut Sun,2-5-6-1-4,High dice,Dallas Wings,2-4-1-4-6,One pair,Dallas Wings,6423556,401136ef97a0271c00a52f85527e39ff35aceaed917b88b27e388822acc93a40
2026-08-31T01:00:00Z,2026-08-31T01:00:05.494958Z,2026-08-31-con-dal,Connecticut Sun,2-6-5-5-6,Two pair,Dallas Wings,6-2-4-3-1,High dice,Connecticut Sun,6423566,1589e8bb8b037267e7f20f9fd0fd05bb47f6be5efcbde621a58ff6658c3e89fc
2026-08-31T01:05:00Z,2026-08-31T01:05:05.491007Z,2026-08-31-con-dal,Connecticut Sun,4-4-4-6-4,Four of a kind,Dallas Wings,5-5-1-1-3,Two pair,Connecticut Sun,6423576,8393d4fe841bc82adc2e27809bd93e49b850ba4084cb40dd80987bf7ac3e0e4a
2026-08-31T01:10:00Z,2026-08-31T01:10:05.501952Z,2026-08-31-con-dal,Connecticut Sun,4-5-1-1-3,One pair,Dallas Wings,2-4-1-2-4,Two pair,Dallas Wings,6423586,b6e6eccb99ab0b0f6ce68636f8430e8c705898cef3f4526c453cc2c23d99ff3a
2026-08-31T01:15:00Z,2026-08-31T01:15:05.500096Z,2026-08-31-con-dal,Connecticut Sun,3-3-5-1-5,Two pair,Dallas Wings,3-4-6-1-4,One pair,Connecticut Sun,6423596,4fa1ce905a53f88cb679dd3390283a1fe681b18b40561f820c7d34474611797b
2026-08-31T01:20:00Z,2026-08-31T01:20:05.515245Z,2026-08-31-con-dal,Connecticut Sun,5-5-2-2-5,Full house,Dallas Wings,2-5-3-1-3,One pair,Connecticut Sun,6423606,e31302a8b2119a9d81d4239a67956991a8f739289f94968931abaa517f671dc6
2026-08-31T01:25:00Z,2026-08-31T01:25:05.553729Z,2026-08-31-con-dal,Connecticut Sun,5-5-6-3-5,Three of a kind,Dallas Wings,2-3-3-4-2,Two pair,Connecticut Sun,6423616,edc0a36c2c68492ee90c1ed26790374fe09a8fad28819b0ff0e84807853c5955
2026-08-31T01:30:00Z,2026-08-31T01:30:05.526681Z,2026-08-31-con-dal,Connecticut Sun,5-4-3-5-5,Three of a kind,Dallas Wings,2-5-3-4-1,Straight 1-5,Dallas Wings,6423626,927a8be6687a9c597bd2bd26caea070ad046a1afc3a597246c17361572826c1c
2026-08-31T01:35:00Z,2026-08-31T01:35:05.542215Z,2026-08-31-con-dal,Connecticut Sun,4-2-1-4-3,One pair,Dallas Wings,3-1-4-2-3,One pair,Connecticut Sun,6423636,8446f95b8d992365b0f7287784f2b429a50e2f70f3940525434e3f87852875ef
2026-08-31T01:40:00Z,2026-08-31T01:40:05.548772Z,2026-08-31-con-dal,Connecticut Sun,5-4-4-1-5,Two pair,Dallas Wings,1-5-4-4-5,Two pair,TIE,6423646,d982f7c16c320a2b5cf6d6a93168ac2cf169c3801c062cca91b56c2629fd660b
2026-08-31T01:45:00Z,2026-08-31T01:45:05.547755Z,2026-08-31-con-dal,Connecticut Sun,2-5-2-5-6,Two pair,Dallas Wings,1-2-6-3-1,One pair,Connecticut Sun,6423656,4e071b381f38bd3194a060928d87facb4cc789b9974c1b9a46530a7bdbbe86f1
2026-08-31T01:50:00Z,2026-08-31T01:50:05.564972Z,2026-08-31-con-dal,Connecticut Sun,4-5-6-4-5,Two pair,Dallas Wings,5-2-6-6-2,Two pair,Dallas Wings,6423666,83f06f2e9b5791b2b69aad6a41c722c0bae13ca8a751d1c616cdf38a40cc48d5
2026-08-31T01:55:00Z,2026-08-31T01:55:05.569845Z,2026-08-31-con-dal,Connecticut Sun,3-5-3-6-2,One pair,Dallas Wings,2-2-3-2-6,Three of a kind,Dallas Wings,6423676,822d6d97111ab9145a640bb4b493241499adb440c6cce92584e1261a38ad4eb0
